V1	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	annotation
isogroup10312	87.2976798635435	6.91392274682913	1.74745061356588	15.7735193374397	7.13948122266729e-05	0.0442824283906807	Predicted RNA-binding protein Pno1p interacting with Nob1p and involved in 26S proteasome assembly ; RNA-binding protein PNO1 E=3e-62
isogroup11063	4.0300793064869	12.7029553590913	4.07085159479022	11.1401725854545	0.000844780312819546	0.0999244615545656	Alpha 2-macroglobulin receptor-associated protein
isogroup11178	9.82093831815917	-10.7353923703521	3.123320012555	12.2583466917038	0.000463181701418591	0.0863963352650636	NA
isogroup1130	9.15598140570126	-14.2943681004979	4.21453431962967	11.4935509940408	0.000698380821833444	0.0952723880622438	Receptor-activated Ca2+-permeable cation channels (STRPC family) ; transient receptor potential cation channel subfamily C member 4 E=1e-134
isogroup11339	6.14200492645145	-17.8416185470985	4.6042622298607	15.0139182242444	0.000106721173650164	0.0486407946415834	ATP-dependent RNA helicase ; ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13] E=6e-32
isogroup11613	11.6750637726561	8.93606595401975	2.69482079296447	11.6004567082646	0.000659356252217441	0.0949095078241994	Replication factor C, subunit RFC4 ; replication factor C subunit 3/5 E=2e-63
isogroup12148	48.9087385717315	-12.8685434667814	3.49898644241744	11.547408341033	0.000678437611775155	0.0949095078241994	Triglyceride lipase-cholesterol esterase ; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13] E=4e-159
isogroup12469	15.0710330097777	-15.401196627683	4.44988962468727	11.6525216713882	0.000641155642787376	0.0942239742112478	Vesicle coat complex COPII, subunit SEC13 ; transcription initiation factor TFIID subunit 5 E=2e-07
isogroup12605	17.0697980861322	10.0517099340734	3.02783282049444	11.33029163761	0.00076252924912118	0.0989703647653199	SAM-dependent methyltransferases
isogroup12661	21.1354264410881	12.3272357505999	2.71767274501177	21.167858341738	4.20762102468841e-06	0.0201324847776465	Nucleolar GTPase/ATPase p130
isogroup12791	9.98515546867906	-12.2638047907547	3.52069232983356	12.2236698975101	0.000471870218726672	0.0863963352650636	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; delta E=9e-147
isogroup12796	17.0518431177006	-18.8715001801224	5.24344832883715	12.7600302185829	0.000354105175376469	0.0790069121065788	Meprin A metalloprotease ; meprin A, beta [EC:3.4.24.18] E=5e-130
isogroup13210	11.3440334779843	9.23686196988755	2.34098470736613	16.4584429004082	4.97282220476321e-05	0.0401942168094999	NA
isogroup13308	5.16027688066244	16.3107016492913	4.79015398161299	12.6829166893529	0.000369011504470984	0.0790069121065788	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) ; retinol dehydrogenase 13 [EC:1.1.1.-] E=3e-88
isogroup13745	21.6817921823344	7.86943502187483	2.19060600288647	13.5772132105863	0.000228947884377745	0.0665575746379213	Nuclear localization sequence binding protein ; heterogeneous nuclear ribonucleoprotein M E=1e-05
isogroup14100	7.87602850317862	10.7233420225462	2.82911560197888	13.3726622397282	0.000255318675851164	0.0675387529992469	FOG: 7 transmembrane receptor ; neuropeptide Y receptor, invertebrate E=1e-58
isogroup14744	16.1231099507112	-10.8323776464898	3.08592444046993	12.4991643572689	0.000407134085259068	0.0834280817807631	NA
isogroup14764	9.56395494406843	-18.4469385320657	5.67080516014005	11.1931411180454	0.000821002441780619	0.0989703647653199	NA
isogroup14979	13.4743280216721	-26.8531404330577	5.99057338350838	15.7075933374736	7.39267951424248e-05	0.0442824283906807	NA
isogroup15382	13.3618345353354	-11.7727513452622	3.1945408198035	13.726506424332	0.000211449105261156	0.0645627572490643	WD40 repeat protein
isogroup15789	6.17174899951676	-19.1939715642597	5.32691979884572	13.0304525436293	0.000306466484092028	0.0760140883373734	NA
isogroup16666	5.60151305902534	15.9216172441102	4.57305195231155	13.4479076132987	0.000245279585698245	0.0673315602325239	NA
isogroup17284	5.92571113833299	12.4776050086695	3.67063886434616	12.1845089375141	0.0004818802301716	0.0863963352650636	Ankyrin
isogroup17751	19.3859967548717	-25.3116619618031	7.18598176844771	13.0817916527464	0.000298180113329463	0.0760140883373734	NA
isogroup18425	3.54312321388557	-24.6665278059191	6.47379514566467	14.6397212816866	0.000130142452739331	0.0525956262473479	Collagens (type IV and type XIII), and related proteins ; folate receptor E=3e-53
isogroup18955	61.0021886461432	16.7141626379406	4.11859099897863	14.335232138242	0.000152974935092764	0.0546124949863994	Histone H2B ; histone H2B E=3e-58
isogroup19065	14.4790748288572	21.0255719573348	6.32927413809957	11.9342217560838	0.000551121452633825	0.0921639771766612	Succinate dehydrogenase membrane anchor subunit and related proteins ; succinate dehydrogenase (ubiquinone) membrane anchor subunit [EC:1.3.5.1] E=2e-42
isogroup19933	22.7167811871175	-14.7553981601127	4.00572922442231	14.2578739254061	0.000159392570408305	0.0546124949863994	Anti-apoptotic Bcl-2 family proteins, prevent opening of mitochondrial porin channel ; apoptosis regulator BCL-W E=7e-21
isogroup20833	13.5734014455129	13.4576758924651	2.81565785513444	21.9299020570213	2.82792990868404e-06	0.0201324847776465	NA
isogroup20859	6.11745745710872	-23.7038197315602	5.95164773545417	18.4168076005649	1.77485538069954e-05	0.0258223709337976	NA
isogroup21031	43.3988231400871	-8.03572042374331	2.30425561942722	12.9880713364288	0.000313481703226504	0.0760140883373734	Transcription factor IIB
isogroup21295	46.9477193590286	17.3404977226626	5.01282020825825	11.1524774238267	0.000839195260688774	0.0999244615545656	Carbonic anhydrase ; carbonic anhydrase [EC:4.2.1.1] E=5e-60
isogroup2155	19.7875118030258	-12.3711310012129	3.1508860845235	15.062386351437	0.000104015421770405	0.0486407946415834	Smoothened and related G-protein-coupled receptors ; frizzled 5/8 E=4e-152
isogroup22375	9.2510352785618	-21.087111054258	6.19525217794746	11.6865339889212	0.000629540618485286	0.0942239742112478	Myosin class II heavy chain
isogroup22580	16.969798920199	-19.1623884420006	6.03657578161987	11.5046173645739	0.000694235197864278	0.0952723880622438	NA
isogroup22620	5.6474536720138	-17.8263431425772	5.05190504815021	11.9507574719628	0.000546251682839367	0.0921639771766612	NA
isogroup22997	114.280021847276	5.426651652834	1.54923731791593	12.1529462162198	0.000490103823801803	0.0863963352650636	Conserved alpha-helical protein
isogroup2306	8.60361923204177	8.62934065594578	2.48962306463016	12.1882419876665	0.000480916847392457	0.0863963352650636	Predicted RNase ; polyglutamine-binding protein 1 E=5e-05
isogroup23093	4.33816670512634	-29.5199018863278	8.45394135594865	13.5208798154061	0.000235923784724169	0.0665575746379213	G1/S-specific cyclin D ; cyclin D2 E=5e-32
isogroup23379	24.9028740770487	-6.48719885658723	1.86888556736869	11.8914512062293	0.000563921676795419	0.0921853536595117	Uncharacterized conserved protein
isogroup23471	41.1515549882793	6.46096473616856	1.8034429848311	12.6726503601737	0.000371043199099496	0.0790069121065788	NA
isogroup23603	3.04791405409766	27.4872812739571	8.58501591417207	12.2701550473505	0.000460260029237047	0.0863963352650636	NA
isogroup2368	22.2500804581372	6.27005965144485	1.8361666298984	11.5499543988636	0.000677509184546077	0.0949095078241994	RNA helicase ; ATP-dependent RNA helicase DDX42 [EC:3.6.4.13] E=2e-168
isogroup23680	7.82622697155902	-33.5430988811149	7.73813165452253	17.4881599218236	2.8910253616401e-05	0.030043948561787	Defense-related protein containing SCP domain
isogroup24375	3.84704850771029	-16.4566410122064	4.77220080150226	12.3126175685275	0.000449906594984737	0.0863963352650636	NA
isogroup24975	19.2787608958304	-37.4322270680046	8.79970420958259	14.8934036185453	0.000113760079321996	0.0486792762957564	NA
isogroup2518	65.1113797467974	4.44624391996237	1.24103399098546	12.7354122732246	0.000358796725013725	0.0790069121065788	G protein-coupled receptor kinase ; G protein-coupled receptor kinase [EC:2.7.11.16] E=2e-168
isogroup25445	24.3414002422859	8.13870763683971	2.51310099029641	11.5509874709272	0.000677132837988351	0.0949095078241994	Uncharacterized conserved protein
isogroup25599	5.14245000895692	-29.4426559070446	7.74055700447011	15.9688052925929	6.4394878842321e-05	0.0442824283906807	NA
